recipe name,Category,Description,,,,
Kabob Koobideh Persian Ground Meat Kabobs,dinner,Kabob koobideh is made with ground lamb or beef or a combination of the two. This is one of the most delicious kabob recipes I have ever found. The kabobs are usually grilled over hot coals or any BBQ.,,,,
Samosas,dinner,"These stuffed savory pastries are a traditional Indian favorite. Lamb meat and spices are cooked together to create a mouthwatering filling for the easy to make dough. The recipe may seem complex, but it's actually fairly simple. Enjoy!",,,,
Grilled Lamb Burgers,dinner,"If you have never prepared lamb burgers, I highly recommend you try this recipe. Serve on hamburger buns with lots of mango chutney and cream cheese. Also good with lettuce, tomato and red onion.",,,,
Baked Lamb Meatballs,lunch,I made these as part of a New Year's dinner. Had the lamb and peeked around the kitchen for interesting and delicious things to throw in. I love successful experiments!,,,,
A Scotsmans Shepherd Pie,dinner,"Yes, shepherd's pie is predominantly thought of as Irish or British. But since I'm Scottish, I thought I'd give it a unique twist to suit my ancestral tastes. The use of lamb, the smoky, heather taste of Guinness Draught (Irish, I admit), and the topping of sharp Cheddar and smoked paprika give this version its unique, smoky-sweet flavor.",,,,
Gyros,lunch,"Make gyros at home with this tasty Greek-style gyros meat recipe that blends ground lamb and beef with onion, garlic, rosemary, and marjoram. Slice and serve on pita bread with lettuce, red onion, tomatoes, tzatziki sauce, and feta.",,,,
Mamas Oh-So-Savory Lamb and Eggplant Casserole,dinner,"The basis of this recipe came from my 4th grade teacher's mother who was Armenian, and I've been making it for over 50 years. It is easy to put together, but the longer the stovetop step simmers, the better the casserole will be when served. Leftovers are yummy! You could serve this over rice, if you like, with a green salad. I just serve it in pasta bowls with crusty bread, butter, and a nice glass of red wine. Enjoy!",,,,
American Gyros,dinner,"Authentic Greek gyros are made with pork and chicken, but I prefer this version. It uses the same spices but is made with ground lamb and/or beef. Plus it's perfect for making ahead of time and heating it when you make your gyros. Don't forget to make tzatziki!",,,,
Spicy Lamb Patties,dinner,"I was forced to create these when my favorite brand stopped making their lamb meatballs, which were a staple in my little food-obsessed world. They're even more scrumptious with a small side of plain yogurt with some mint and cumin stirred into it. Add rice or couscous and a green salad and you have a tasty, easy, somewhat elegant dinner! This recipe can also be used to make meatballs for frying, if you prefer.",,,,
Lamb Meatballs and Sauce,dinner,"These baked, ground lamb meatballs are a quite flavorful alternative to traditional meatballs.",,,,
Margarets Keftedes Greek Meatballs,dinner,"This is my yia yia's recipe--a family favorite straight from the village of Kyparissia. Serve as an appetizer or with tzatziki, Greek salata, and pita or pasta for a full meal. They taste best served at room temp and make for wonderful leftovers. If you don't care for lamb, try using all beef instead.",,,,
Lamb Loaf,dinner,Mediterranean lamb meat loaf. Serve with tomato cucumber salad with mint dressing. Leftovers make a great sandwich.,,,,
Mediterranean Stuffed Zucchini,dinner,"Here's a delicious way to solve the problem of those too-big zucchinis ballooning in your garden at the end of the summer: zucchini boats baked and stuffed with lamb, feta, pine nuts, tomatoes, and other Mediterranean flavors!",,,,
Grilled Spicy Lamb Burgers,dinner,"Something new for all the grill-daddies! An EASY burger to make, and guests rave over this one.",,,,
No Eggplant Moussaka,lunch,"This moussaka takes some assembly but is well worth it. It calls for a minimal number of ingredients, including lamb and extra potatoes as an eggplant substitute. Most of the ingredients are everyday staples... with very tasty results.",,,,
Lamb Feta Peppers,dinner,"Since I am Greek, I have learned many good Greek recipes over the years! This is one of my favorites. It's a savory combination of lamb, rice and feta cheese stuffed into sweet green bell peppers and smothered with tomato sauce.",,,,
Gyros Burgers,appetizer,"This is a Greek-American lamb-and-beef burger inspired by the traditional Greek pork or lamb gyros (or gyro). Serve the burgers on warm pita bread with tzatziki sauce and thinly sliced onion, tomato, and lettuce.",,,,
Kofta Turkish Meatballs,lunch,Try my new Turkish meatballs recipe if you are looking for a tasty main dish meal.,,,,
Grape Leaves Aleppo,lunch,"These delicious grape leaves, or yeb'r't in Arabic, were handed down by my grandmother from Aleppo, Syria  brought to the U.S. in 1912.",,,,
Mediterranean Meat Pies Sfeeha,dinner,"This savory Lebanese meat pie recipe is a takeoff on one from my Lebanese mother-in-law (who is one of the very best cooks I know). She makes the dough from scratch, but I use puff pastry instead to save time. These little pies are great for an appetizer or as a side dish!",,,,
Lamb Sliders,dinner,"This lamb sliders recipe is a quick, easy, and fun way to get acquainted with lamb! It is best if domestic lamb is used, as it is much more mild and flavorful than imported lamb. These spices are typically used in the Mediterranean-style cooking of lamb.",,,,
Mediterranean Lamb Burgers,dinner,These lamb and beef burgers are juicy and full of flavor. Even people who don't really like lamb have enjoyed these burgers. You can double the recipe and freeze half of the patties in wax paper to eat at a later time. Fine to place on the grill frozen (just add to the cooking time).,,,,
Keema Indian-Style Ground Meat,dinner,"This recipe for keema (Indian-style ground meat) is quick and easy. Ground lamb is cooked in a tomatoey mixture of garlic, onion, and garam masala. Serve it over rice or noodles or use it as a filling for samosas or pastries. This recipe may be modified by adding green peas (mattar), potatoes, or any other vegetable you like.",,,,
Make-Ahead Moroccan Lamb Stew,dinner,This Moroccan-style stew with ground lamb was inspired by the wonderful spices and flavors used in Moroccan cuisine. We like to double the recipe and freeze one portion for later. We typically serve the stew with warm bread and a salad.,,,,
Bobs Kabobs,lunch,"Most people think of chunks of meat on a skewer when they think of kabobs, but this is another style known as kofta kabobs. Now that grilling season is upon us, this is definitely something you're going to want to work into the rotation. Serve with grilled pita bread and a blend of diced tomatoes, cucumbers, and red onions sprinkled with salt and olive oil, all topped with freshly chopped parsley and dried sumac.",,,,
Greek Lamb Feta Burgers With Cucumber Sauce,dinner,These grilled lamb burgers with feta are served with slices of ripe tomatoes and red onion in pita bread with a fresh-tasting cucumber sauce seasoned with fresh mint and garlic.,,,,
Goat Cheese Stuffed Lamb Burgers,dinner,"I love making these flavorful lamb burgers stuffed with creamy, delicious goat cheese. I use basil and oregano in mine, but feel free to use your favorite herbs and spices, this recipe is very forgiving. Using fresh rosemary in the goat cheese filling will give the burgers a real Greek flavor. Serve the burgers on hamburger buns or pita bread with tzatziki sauce, or on their own with a Greek salad.",,,,
Little Lamb Meatballs in a Spicy Eggplant Tomato Sauce,dinner,"I love lamb, and once in a while I enjoy it in small, spherical portions.",,,,
Aunt Louises Baked Kibbeh,dinner,This is the variation of beef and lamb kibbeh that I grew up with in a very ethnic Lebanese family. My Aunt Louise was the bomb!,,,,
Lamb Meatballs,dinner,"This is a great alternative to regular meatballs. I have served these many times at cocktail parties, and they have always been a hit! The sauce adds a nice touch, but I have also served them with Greek marinade and plain.",,,,
Lamb Brek,dinner,"For this lamb brek recipe, if you get your hands on the right ingredients  including about 12 good sheets of phyllo pastry  you'll find this savory pastry way easier to make than it appears. It's all thanks to an intentionally soggy dough. That's right! Lightly moisturizing phyllo with an egg, yogurt, and butter wash produces flexible, flavorful, and externally crisp layers upon baking.",,,,
Easy Lamb Gyros,dinner,"Most of us don't have a vertical, rotating spit at home, but that doesn't mean you shouldn't be able to enjoy delicious gyros whenever you want! Make juicy, tender, seasoned lamb gyro meat at home with just a bread loaf pan!",,,,
White Bean and Lamb Soup,dinner,Wonderful soup for a chilly Sunday dinner. It is a complete meal in one bowl. The soup is topped with wilted baby spinach and feta cheese!,,,,
Nova Scotia Style Donair,dinner,"If you've ever been to Halifax, Nova Scotia, Canada, hopefully you had the chance to try a donair. This is the recipe used to make those donairs in some places in town. Remember to knead that meat until it's almost a paste!",,,,
Chef Johns Kofta Kebabs,lunch,"I'm excited to share what is one of my all-time favorite things to grill. This is perfect for those times when you want to take a break from grilling burgers, but you also kinda want a grilled burger, since this is basically a Mediterranean-style meatball on a stick. I know ""shish"" gets more love, but ""kofta"" might be the best kebab. Serve over a tomato, onion, and cucumber salad with flatbread or pita and a lemony tahini dressing.",,,,
Sophies Shepherds Pie,dinner,"This is a hearty English meal, made with lamb mince, hence the name! Although it is called a pie it doesn't use any pastry and is so cheap, quick and easy to make, you'll enjoy making it! This is a 'larder cupboard' recipe, which means you can substitute for whatever you have handy in the cupboard!",,,,
