recipe name,Category,Description,Instructions,Grocery Items,Grocery Quantities,Grocery Types,Total Time,Serving Size,Fused Grocery,Total Calories,Total Protein,Total Fat,Total Carbs,Total Cost
Chocolate Cereal Breakfast Bars,breakfast,Make your own chewy energy/granola bars with a not-too-sweet chocolate flavor with hints of coconut and almond.,"Preheat the oven to 350 degrees F (175 degrees C). Grease an 8x8 pan with butter and line with parchment paper.
Combine rolled oats, puffed brown rice cereal, almonds, coconut, cocoa powder, salt, and cayenne in a bowl.
Combine brown sugar, maple syrup, vegetable oil, and water in a small saucepan and bring to a simmer over medium-high heat. Stir, and let the mixture boil for 1 minute.
Pour sugar mixture over the dry ingredients in the bowl and mix thoroughly. Transfer to the prepared pan, and smooth out the top, pressing lightly with a spatula.
Bake in the preheated oven for 25 minutes. While still hot, use a spatula to score the pan into 8 portions. Let cool to room temperature before breaking into bars. You can also not score, and simply let cool, then cut with a knife.











Chef John","rolled oats
puffed brown rice cereal
chopped raw almonds
shredded coconut
unsweetened cocoa powder
kosher salt
tiny pinch cayenne pepper
packed brown sugar
maple syrup
vegetable oil
water","[1.5, 1.0, 0.5, 1.0, 3.0, 1.0, 1.0, 1.0, 0.5, 2.0, 1.0]","cup
cup
cup
cup
tablespoon
teaspoon

cup
cup
tablespoon
tablespoon",,8.0,"cup of rolled oats
cup of puffed brown rice cereal
cup of chopped raw almonds
cup of shredded coconut
tablespoon of unsweetened cocoa powder
teaspoon of kosher salt
of tiny pinch cayenne pepper
cup of packed brown sugar
cup of maple syrup
tablespoon of vegetable oil
tablespoon of water",2235.0,26.0,99.0,322.5,2.545
10 Breakfast Tacos Youll Want to Wake Up For,breakfast,"It doesn't have to be Tuesday to get excited about breakfast tacos. We love these hand-held munchies so much, we can eat them for breakfast, lunch and dinner. Whether you go minimalist, or pile on, there's one thing all these top-rated, morning-style tacos have in common. They're going to disappear in a hurry. But that's cool. Less mess to clean up after feasting.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
19 Breakfast Recipes to Make in Your 9x13 Baking Dish,breakfast,"Sarra Sedghi is an Associate Editor at Allrecipes and is based in Birmingham, Alabama. In 2017 she graduated with a Master's of Fine Arts in Narrative Media Writing from the University of Georgia. Her work has also appeared in Atlas Obscura, Eater, Polygon, Thrillist, and Paste Magazine. She is an American-Iranian hybrid and large dog enthusiast, and is very loosely working on a memoir.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
18 of Our Favorite Make-Ahead Breakfast Casseroles,breakfast,"Melanie Fincher is a Birmingham, Alabamabased food writer who covers everything from cooking techniques to gadget reviews. She has nearly 7 years experience writing news and lifestyle content.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
15 Quick and Easy Breakfast Casseroles for Busy Mornings,breakfast,"Melanie Fincher is a Birmingham, Alabamabased food writer who covers everything from cooking techniques to gadget reviews. She has nearly 7 years experience writing news and lifestyle content.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Easy Strata and Variations,breakfast,Make one recipe and then give variations in notes.,"Saute mushrooms in 1 tablespoon of oil. Season with salt and set aside.
Whisk half-and-half, eggs, salt and pepper until smooth. Spray a 9-by-13-inch Pyrex or ceramic baking dish with vegetable cooking spray.
Line bottom with 6 slices of bread. Scatter half of the ham, and half of the mushrooms over the bread, then sprinkle with half of the scallions and cheese. Pour 1 cup of egg mixture over the top. Repeat layers with remaining bread, ham, mushrooms, cheese and scallions. Slowly pour remaining egg mixture evenly over top. Cover with plastic wrap, then weight down casserole with 3 16-ounce cans for at least 15 minutes to submerge ingredients. (Can be refrigerated overnight, but return to room temperature before baking.)
Adjust oven rack to middle position. Bake in preheated 325-degree oven until custard is just set, about 50 minutes. Turn on broiler and broil until strata is spotty brown and puffy (watch carefully), about 5 minutes longer. Let stand for 8 to 10 minutes, then serve immediately.","sliced fresh mushrooms
vegetable oil
half-and-half
eggs
salt and several grinds of pepper
fluffy white bread
cubed fully cooked ham
extra-sharp cheddar cheese
thinly sliced scallions","[1.0, 1.0, 1.0, 12.0, 1.0, 12.0, 1.0, 12.0, 0.5]","pound
tablespoon
quart

teaspoon
slices
pound
ounces
cup",,12.0,"pound of sliced fresh mushrooms
tablespoon of vegetable oil
quart of half-and-half
of eggs
teaspoon of salt and several grinds of pepper
slices of fluffy white bread
pound of cubed fully cooked ham
ounces of extra-sharp cheddar cheese
cup of thinly sliced scallions",4421.0,238.5,254.0,214.8,14.02
Our 15 Best Broccoli Salad Recipes,lunch,"Bright and crunchy broccoli salads are perfect for anything, from a light lunch on a warm day to a barbecue side dish. And they're a great way to get people to eat more vegetables without making a big deal out of it. Here are 15 of our favorite people-pleasing broccoli salads.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",lunch,"A creamy soy-ginger dressing nicely complements this pasta salad with broccoli, red pepper, bean sprouts, and peanuts.","Mix garlic, soy sauce, vinegar, sugar, sesame oil, ginger, and pepper flakes in a 2-cup Pyrex measuring cup. Whisk in mayonnaise until smooth, then in a slow steady stream, whisk in oil to make an emulsified dressing; keep chilled until ready to toss with salad. Store in a clean jar with lid.
Bring 1 gallon of water and 2 tablespoons of salt to boil in a large soup kettle. Add pasta and, using package times as a guide, boil, stirring frequently and adding broccoli the last 1 minute, until just tender. Drain thoroughly (do not rinse) and dump onto a large, lipped cookie sheet. Set aside while preparing remaining salad ingredients.
Place all salad ingredients (except soy-ginger dressing) in a large bowl or transfer to a gallon-size zipper bag. (Can be covered and refrigerated several hours at this point). When ready to serve, add dressing; toss to coat and serve.","garlic cloves
soy sauce
rice wine vinegar
sugar
sesame oil
ground ginger
hot red pepper flakes
mayonnaise
vegetable oil
salt
penne pasta
broccoli florets
rare deli roast beef
carrots
red bell pepper
bean sprouts
green onions
chopped roasted  peanuts
chopped fresh cilantro","[3.0, 6.0, 1.0, 1.0, 1.0, 1.0, 0.75, 2.0, 0.25, 2.0, 1.0, 8.0, 1.0, 3.0, 1.0, 2.0, 3.0, 0.5, 0.25]","medium
tablespoon
tablespoon
tablespoon
tablespoon
teaspoon
teaspoon
tablespoon
cup
tablespoon
pound
ounces
pound
medium
medium
cup

cup
cup",,8.0,"medium of garlic cloves
tablespoon of soy sauce
tablespoon of rice wine vinegar
tablespoon of sugar
tablespoon of sesame oil
teaspoon of ground ginger
teaspoon of hot red pepper flakes
tablespoon of mayonnaise
cup of vegetable oil
tablespoon of salt
pound of penne pasta
ounces of broccoli florets
pound of rare deli roast beef
medium of carrots
medium of red bell pepper
cup of bean sprouts
of green onions
cup of chopped roasted  peanuts
cup of chopped fresh cilantro",3471.75,143.975,179.025,311.25,12.895
Easy Broccoli Salad I,lunch,"A healthy, bright salad.","Combine the broccoli, onions, raisins, and sunflower seeds.
In a small bowl, whisk the yogurt, orange juice, and mayonnaise until blended. Pour over the broccoli mixture and toss to coat.","fresh broccoli florets
red onion
raisins
dry roasted sunflower seeds
plain yogurt
orange juice
fat-free mayonnaise","[4.0, 0.25, 3.0, 2.0, 0.25, 2.0, 1.0]","cup
cup
tablespoon
tablespoon
cup
tablespoon
tablespoon",,8.0,"cup of fresh broccoli florets
cup of red onion
tablespoon of raisins
tablespoon of dry roasted sunflower seeds
cup of plain yogurt
tablespoon of orange juice
tablespoon of fat-free mayonnaise",378.25,17.375,10.925,63.15,1.535
24 Irresistible Cookie Bar Recipes,dessert,"Melanie Fincher is a Birmingham, Alabamabased food writer who covers everything from cooking techniques to gadget reviews. She has nearly 7 years experience writing news and lifestyle content.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Peanut Butter Cup Brownies,dessert,This is a yummy treat that everyone will love!!,"Preheat oven to 325 degrees F (165 degrees C).
Combine brownie mix, oil, egg and water in a large bowl. Stir 50 strokes with a spoon.
Place batter in a cupcake pan (cupcake wrappers recommended). Once cups are 3/4 of the way full, place an unwrapped miniature peanut butter cup in the middle, then bake for 30-35 minutes keeping an eye on them while they're baking. Let them cool and then they're ready to eat!!","brownie mix
vegetable oil
water
egg
miniature chocolate covered peanut butter cup","[1.0, 0.25, 3.0, 1.0, 20.0]"," package
cup
tablespoon

",,6.0," package of brownie mix
cup of vegetable oil
tablespoon of water
of egg
of miniature chocolate covered peanut butter cup",2152.0,46.0,161.0,160.5,5.295
17 Quick and Easy Side Dishes for Burgers,lunch,"Pair these simple sides with your burgers, and enjoy a wholesome meal.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
15 Stuffed Burger Recipes,lunch,"Mackenzie Schieck is a writer, home stylist, and photographer obsessed with lattes, stuff that's funny, and assorted pretty things. Her work can be found on Allrecipes, Apartment Therapy, Amazon Home, and more. She has been creating digital content in all its forms since 2004.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Best Burritos,lunch,This is the best bean burrito ever!,"In a small pot heat the refried beans until they are heated through, approximately 5 minutes.
Warm the tortilla in a dry frying pan over medium-high heat.
Lay the burrito on a flat surface. Place the refried bean in the center of the burrito, layer the cheese, pepper, sour cream and hot sauce over the beans. Roll the tortilla so that the mixture is wrapped in the center. Serve warm.","flour tortilla
vegetarian refried beans
american cheese
ground black pepper
low-fat sour cream
hot pepper sauce","[1.0, 0.25, 1.0, 1.0, 1.0, 1.0]","
cup
slice
pinch
teaspoon
dash",,1.0,"of flour tortilla
cup of vegetarian refried beans
slice of american cheese
pinch of ground black pepper
teaspoon of low-fat sour cream
dash of hot pepper sauce",229.0,10.3,10.8,21.4,0.625
Our 14 Best Cabbage Roll Recipes,dinner,"Stacey Ballis is a novelist, cookbook author, freelance food and lifestyle journalist, and recipe developer who specializes in culinary fiction, and empowering home cooks to create extraordinary cooking and dining experiences for themselves and their loved ones.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
The Worlds Best Cabbage Recipes,unknown,"Carl Hanson is a Senior Editor at Allrecipes who has been writing about food and wine for nearly 20 years. He enjoys creating content that informs, entertains, and assists busy home cooks get nourishing meals on the table for their families.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
"Broccoli, Pepperoni and Three Cheese Calzones",lunch,These Italian breads remind me of a folded-over pizza. They are filled with such yummy ingredients!,"In a large bowl, proof the yeast by blending it with 1/4 cup of the warm water. Let stand until it bubbles.
In a large bowl combine the flour, salt, and sugar. Blend in the one tablespoon of olive oil by rubbing the mixture between the palms of your hands. Make a well in the dry ingredients. Add proofed yeast mixture and work in by hand. Gradually add the remaining warm water. Blend well and gather into a ball.
Place one teaspoon of olive oil on a wooden board. Knead dough on board until smooth. Place dough in a greased bowl and cover with plastic wrap and a towel. Let rise in a warm place for 1 1/2 hours or until doubled in bulk.
Meanwhile, prepare calzone filling: separate the broccoli tops from the stalks. Soak in cool water with 1 teaspoon salt for 15 minutes. Rinse in cool water. Cook in a large pot of boiling water for 5 minutes. Drain well and chop into small pieces. Place in large bowl with provolone cheese, mozzarella cheese, Parmesan cheese, garlic, pepperoni, olive oil, salt, and ground black pepper.
Punch down dough and knead for one minute. Divide into six equal pieces. On a floured board, roll each section into a 8x10 inch rectangle.
In a small bowl combine the beaten egg and water. On the long side of the dough, place 2/3 cup filling in a strip one inch away from the edges of the dough. Flatten the filling with a spoon. Brush egg mixture over edges of dough. Fold the dough over the filling. Fold edges under 1/4 inch. Seal edges.
Sprinkle two 12x16 inch baking pans with cornmeal. Place three calzones on each baking pan. Brush remaining egg mixture on top of calzones. Prick tops of calzones with toothpick, making holes 1/2 inch apart on top of dough.
Bake in a preheated 375 degree F (190 degrees C) oven for 30 minutes, or until golden brown. Serve hot or cold.","active dry yeast
warm water
all-purpose flour
salt
white sugar
olive oil
salt
fresh broccoli
shredded provolone cheese
shredded mozzarella cheese
grated parmesan cheese
garlic
diced pepperoni
olive oil
salt and pepper to taste
egg
water
cornmeal","[2.25, 1.5, 4.0, 1.0, 1.5, 1.0, 1.0, 1.5, 1.0, 1.0, 0.25, 1.0, 1.0, 0.25, 1.0, 1.0, 1.0, 2.0]","teaspoon
cup
cup
teaspoon
teaspoon
tablespoon
teaspoon
heads
cup
cup
cup
clove
cup
cup


tablespoon
tablespoon",,6.0,"teaspoon of active dry yeast
cup of warm water
cup of all-purpose flour
teaspoon of salt
teaspoon of white sugar
tablespoon of olive oil
teaspoon of salt
heads of fresh broccoli
cup of shredded provolone cheese
cup of shredded mozzarella cheese
cup of grated parmesan cheese
clove of garlic
cup of diced pepperoni
cup of olive oil
of salt and pepper to taste
of egg
tablespoon of water
tablespoon of cornmeal",3671.75,114.975,152.0,408.1,5.1425
10 Big-Batch Camping Meals to Feed a Crowd,dinner,Corey Williams is a food writer for MyRecipes and Allrecipes. She has a decade of journalism experience.,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
10+ No-Mess Foil Packet Dinners for Indoor and Outdoor Cooking,dinner,"Amy Sherman is an author, editor, and recipe developer who has been writing about Italian cuisine, healthy cooking, and kitchen appliance recipes for 20 years.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
20 Camping Snacks to Keep You Full,lunch,Corey Williams is a food writer for MyRecipes and Allrecipes. She has a decade of journalism experience.,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Easy Carrot Cake,dessert,This recipe makes a fabulous and moist carrot cake. Try it for Thanksgiving instead of or in addition to pumpkin pie.,"Preheat oven to 350 degrees F (175 degrees C). Grease one 9 or 10 inch tube pan.
Combine the sugar, flour, salt, cinnamon, soda, oil. With an electric mixer beat in the eggs one at a time. Stir in the carrots and the walnuts. Pour the batter into the prepared baking pan.
Bake at 350 degrees F (175 degrees C) for 1 hour 20 minutes. Note: this cake can be made in two 9 inch layer cake pans just change the baking time to 40 minutes.
To Make Frosting: With an electric mixer blend the cream cheese and cream. Add the vanilla and confectioners' sugar. Frosting can be spread and a still warm cake.","white sugar
all-purpose flour
salt
ground cinnamon
baking soda
vegetable oil
eggs
grated carrots
chopped walnuts
cream cheese
heavy whipping cream
vanilla extract
sifted confectioners' sugar","[2.0, 2.0, 1.0, 2.0, 1.0, 1.5, 4.0, 3.0, 1.0, 1.0, 0.25, 1.0, 2.5]","cup
cup
teaspoon
teaspoon
teaspoon
cup

cup
cup
 package
cup
teaspoon
cup",,14.0,"cup of white sugar
cup of all-purpose flour
teaspoon of salt
teaspoon of ground cinnamon
teaspoon of baking soda
cup of vegetable oil
of eggs
cup of grated carrots
cup of chopped walnuts
 package of cream cheese
cup of heavy whipping cream
teaspoon of vanilla extract
cup of sifted confectioners' sugar",8766.25,64.875,459.75,1128.1,7.665
Lite Carrot Cake,dessert,An alternative to the usually high fat carrot cake. Moist and delicious.,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour one 9x13 inch pan or two 9 inch round cake pans.
Separate eggs and beat egg whites until frothy, then continue whipping and gradually add 1/2 cup of the white sugar. Beat until stiff.
In a large bowl combine; the cake flour, wheat flour, brown sugar, baking powder, baking soda, and cinnamon, mix until blended. Add the oil and the buttermilk and mix well. Add the egg yolks and mix well. Fold in the egg whites and then the carrots. Pour batter into prepared pan.
Bake at 350 degrees F (175 degrees C) for 25 to 35 minutes. Cool and frost with your favorite Cream Cheese frosting using light cream cheese.","cake flour
whole wheat flour
packed brown sugar
white sugar
baking powder
baking soda
ground cinnamon
eggs
vegetable oil
buttermilk
grated carrots","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.5, 3.0, 1.0, 1.0, 1.5]","cup
cup
cup
cup
teaspoon
teaspoon
teaspoon

cup
cup
cup",,24.0,"cup of cake flour
cup of whole wheat flour
cup of packed brown sugar
cup of white sugar
teaspoon of baking powder
teaspoon of baking soda
teaspoon of ground cinnamon
of eggs
cup of vegetable oil
cup of buttermilk
cup of grated carrots",4387.0,46.5,244.0,518.45,3.685
